stock_id,score,return
603195,1.3767132,0.026117647058823558
600066,1.3691955,0.03588039867109645
600000,1.3681808,0.03357070193285861
300502,1.3624055,-0.01794736842105261
600160,1.3584946,-0.05667144906743191
688082,1.348544,-0.019566602931803668
002142,1.313308,-0.00854971500949981
600900,1.3034074,0.012518409425625881
601607,1.296597,0.008206330597889812
601288,1.2842042,-0.00598802395209577
002648,1.2750391,0.012969283276450526
600585,1.2672353,0.023637820512820432
601601,1.2254567,0.026343244653103805
000651,1.2228594,0.018279569892473205
300498,1.1998506,0.04886769964243132
600741,1.1937722,-0.0005316321105794378
002028,1.1806087,-0.06887125220458551
600519,1.1290361,0.001784172661870526
000596,1.1145307,0.0011620631089657692
601166,1.1131182,0.021739130434782646
601100,1.0969697,0.0496190476190476
600482,1.0573598,-0.11359500909799836
601985,1.0424159,0.03733031674208141
688009,1.0328302,0.064957264957265
300394,1.0268644,0.05356153219233903
600085,1.0041258,0.006711409395973121
600016,0.99803346,0.03367875647668383
601766,0.9961465,0.030351437699680524
600061,0.99314207,0.015277777777777885
300408,0.9795633,-0.019501054111033044
000301,0.9793096,-0.12881608339538356
601658,0.978758,0.014056224899598417
601006,0.97037363,0.04238921001926776
601111,0.9521227,-0.025469168900804362
000999,0.8922153,-0.012403620516258845
600941,0.8879103,0.011331444759206706
002304,0.8733011,-0.002544529262086383
601628,0.86383307,-0.001191327138432223
301269,0.8632261,0.0028723404255318738
600515,0.83522123,-0.02238805970149256
600600,0.83098346,0.015647685110501713
600026,0.82262826,-0.13629402756508427
300308,0.8212024,0.012305325898865573
600009,0.81417716,-0.0037453183520599256
600989,0.8107644,0.09272785011114643
000166,0.80088013,0.018556701030927856
600309,0.79560465,-0.08171082030003196
601236,0.7829771,0.0012658227848101145
601689,0.7487865,0.015276893698281323
601390,0.74501055,0.012027491408934783
601088,0.73729986,0.04021052631578962
002714,0.7214386,0.018145161290322547
001391,0.7140942,-0.008726003490401424
603392,0.7134411,0.02141935483870963
000725,0.69849634,0.0208816705336427
000001,0.6716909,0.012974976830398478
600176,0.6548069,0.054516514126541946
601066,0.6485035,0.0013089005235602889
600050,0.6310232,0.018292682926829288
601319,0.61530113,0.0035294117647059215
001979,0.5979138,-0.0031413612565445565
002074,0.57464325,0.08040201005025127
603288,0.5594825,0.005981511691136423
601868,0.55305916,0.28813559322033916
603986,0.5473787,-0.008131868131868192
002601,0.5472625,-0.08757062146892651
600346,0.5232449,-0.160775370581528
600036,0.51695514,0.014395886889460145
300866,0.5023245,0.002954209748892241
600188,0.4687816,0.06830206830206823
002001,0.44645783,0.049618320610686925
600489,0.4312574,0.012127171419206821
002371,0.4211236,0.0044642857142857114
600161,0.39961222,0.014538558786346464
603260,0.3709091,0.018295218295218216
600031,0.3649192,-0.012921089063221083
002252,0.34713224,0.008064516129032267
601728,0.31999117,0.008431703204047226
600887,0.3189104,0.025729646697388583
601127,0.31673506,0.005050505050505019
600918,0.306076,0.009693053311793202
300759,0.29974893,0.0656716417910447
000776,0.28414598,-0.01818181818181814
300999,0.25202137,0.01864801864801862
600104,0.24485971,0.025714285714285728
600196,0.23273857,-0.003891050583657594
600845,0.21966504,0.03318777292576423
601211,0.2052043,-0.014238773274917842
601225,0.20433126,0.022605363984674356
000338,0.20012031,-0.062172284644194734
688126,0.19207619,-0.0010389610389610056
600930,0.17747419,0.05766062602965406
600010,0.17449434,-0.023333333333333376
601698,0.1565205,0.0
300760,0.15496735,-0.005515320334261851
000983,0.15215455,-0.005305039787798351
002736,0.13258441,0.013278008298755115
600028,0.13170801,-0.12885906040268455
688169,0.12588847,0.004886483235603762
002625,0.0725209,-0.042044700154901554
600276,0.07188837,0.009492515516611873
600438,0.052147314,0.07378854625550654
601878,0.039368555,0.01079489695780175
600938,0.038008943,-0.023349797934440922
603369,0.006931349,-0.0020526855969893124
601788,-0.004620776,0.010018785222291833
601877,-0.014402346,0.16017069701280218
600958,-0.015958324,0.0072016460905349146
002027,-0.019955829,0.018045112781954913
688271,-0.022374243,-0.005596247222450881
688036,-0.028286353,0.008726003490401466
601117,-0.034473196,0.04726890756302535
688472,-0.043939844,0.15690527838033266
600999,-0.07311426,0.010678391959799024
002415,-0.083167866,0.03528258738974194
300442,-0.08930509,-0.03384615384615398
601336,-0.090939425,0.0012569832402235046
601881,-0.11134364,0.003571428571428558
300122,-0.120190375,0.02821316614420055
002236,-0.14539434,0.013966480446927368
600690,-0.14588551,0.028688524590163963
002459,-0.14918329,0.0669975186104218
601456,-0.17397268,0.010695187165775447
000625,-0.17940207,0.0009259259259259362
603993,-0.18489507,-0.03791469194312802
601898,-0.19015539,0.061922868006518195
000661,-0.21233213,-0.00022227161591460655
600372,-0.2215435,-0.05863192182410407
601618,-0.22261813,0.05111821086261995
601633,-0.22905383,0.02487562189054725
300628,-0.24151511,-0.014285714285714355
600588,-0.24410169,0.009745127436281925
601688,-0.2450874,-0.015476784822765757
601888,-0.24617869,-0.02373333333333341
000938,-0.29742903,0.1052409129332205
601857,-0.30994996,-0.08605341246290812
600362,-0.3316776,-0.0001941370607649027
601901,-0.33189657,0.006821282401091392
603019,-0.33331552,0.0943712574850299
605117,-0.34425396,0.19587895508233477
603296,-0.34894252,0.07034400948991706
600547,-0.35337782,0.034666666666666755
688303,-0.35654888,0.054529463500439655
000630,-0.410372,-0.020689655172413928
300896,-0.41053864,0.016978417266187033
300413,-0.4181208,-0.0040358744394618515
301236,-0.42489496,0.004719004719004713
600406,-0.4294576,-0.00924702774108318
688256,-0.43388778,-0.007937500000000089
002466,-0.44543758,0.06346078044934951
002920,-0.4478796,0.03169014084507034
601136,-0.46731108,0.011560693641618507
601872,-0.46735153,-0.1003401360544217
000568,-0.46781996,0.0028735632183907534
601669,-0.50779337,0.16415410385259624
600415,-0.5166053,-0.0007142857142858187
601238,-0.53077024,0.010322580645161304
600760,-0.5428324,-0.040545454545454516
000100,-0.54855317,0.025369978858350944
601899,-0.5487785,0.007514611745059803
600150,-0.55619866,-0.07116977225672873
601377,-0.56012774,-0.001538461538461584
688396,-0.58446795,0.010204081632653027
000786,-0.5915197,-0.04029304029304032
002179,-0.59862167,0.06863871338311302
601808,-0.6203213,-0.10851581508515824
688111,-0.6432351,-0.009971257230048578
688047,-0.64340174,-0.03907881002087689
000617,-0.6518956,-0.024864864864864823
603501,-0.65384096,-0.008849557522123859
600875,-0.67508996,-0.048919496556637354
000768,-0.6776921,-0.0775273224043717
300418,-0.7074744,0.011643443405230054
300033,-0.7139115,0.02977991527852978
300014,-0.7840589,0.1505862646566164
601318,-0.80443966,-0.0011393229166666503
600584,-0.8055603,-0.007889546351084823
600048,-0.8083504,0.0015576323987538982
600522,-0.8093405,0.13500189609404634
000792,-0.8137495,0.08031016338964275
002241,-0.8161828,0.01083902047370539
002916,-0.8211667,-0.0023942537909017957
600219,-0.82298785,0.003942181340341655
600893,-0.835956,-0.07017543859649117
601360,-0.8418196,0.08427454387489137
300015,-0.8655997,-0.00684931506849311
601600,-0.89431363,0.027972027972027958
688041,-0.9541142,0.026941090534095307
600809,-0.9692002,-0.009258676072305865
300316,-1.0121143,0.005784061696658064
600030,-1.0137862,-0.010765090349865346
302132,-1.0173165,-0.02160737812911735
600460,-1.0375366,0.02024866785079928
300251,-1.0387479,-0.023378141437755778
300433,-1.0974956,0.003154574132492093
300274,-1.1001312,0.1791366421981278
600436,-1.1186534,-0.009523809523809485
300124,-1.1309605,0.0012695725772323158
688981,-1.14455,0.01009906703856879
603259,-1.1496501,-0.005997818974918295
002475,-1.1753542,0.06656580937972775
000858,-1.1847655,0.007303592577970773
002938,-1.1924961,-0.002550519913674797
688008,-1.2085078,0.012206896551724198
300803,-1.2105788,-0.02761214567470869
300661,-1.2437807,0.16578125000000002
300782,-1.2602078,0.016223636590540283
000002,-1.2972976,0.0
002460,-1.2990828,0.09671875000000002
603799,-1.3049682,0.004193500074883842
600089,-1.3296593,-0.030179188934297416
000977,-1.3354206,0.03779896303729707
300476,-1.356626,0.018518518518518406
002594,-1.3589474,0.0574663533433027
688223,-1.3957703,0.13749999999999996
002600,-1.3981993,0.014044943820224712
300750,-1.4236991,0.1291136337575966
300059,-1.4382436,0.0070921985815602375
002230,-1.4413806,0.014095385209499886
600570,-1.4430069,0.00913742690058477
600183,-1.446826,0.006679700228087393
002384,-1.4629285,0.2303433001107419
000063,-1.4751474,0.022222222222222216
603893,-1.48697,-0.011563421828908522
601012,-1.489603,0.05052748473070511
601138,-1.5823736,-0.014025777103866629
002463,-1.596962,0.046027397260273994
002050,-1.6195352,0.04282933160285531
600111,-1.6387804,-0.03728813559322037
002709,-1.6427424,0.19020669291338577
